id,city,state
06b8999e2fba1a1fbc88172c00ba8bc7,Los Angeles,CA
18955e83d337fd6b2def6b18a428ac77,San Francisco,CA
4e7b3e00288586ebd08712fdd0374a03,San Francisco,CA
b2b6027bc5c5109e529d4dc6358b12c3,Chula Vista,CA
4f2d8ab171c80ec8364f7c12e35b23ad,Long Beach,CA
879864dab9bc3047522c92c82e1212b8,Chula Vista,CA
fd826e7cf63160e536e0908c76c3f441,San Francisco,CA
5e274e7a0c3809e14aba7ad5aae0d407,Sacramento,CA
5adf08e34b2e993982a47070956c5c65,Oakland,CA
4b7139f34592b3a31687243a302fa75b,Santa Ana,CA
9fb35e4ed6f0a14a4977cd9aea4042bb,Chula Vista,CA
5aa9e4fdd4dfd20959cad2d772509598,San Francisco,CA
b2d1536598b73a9abd18e0d75d92f0a3,Chula Vista,CA
eabebad39a88bb6f5b52376faec28612,San Francisco,CA
1f1c7bf1c9b041b292af6c1c4470b753,Stockton,CA
206f3129c0e4d7d0b9550426023f0a08,San Jose,CA
a7c125a0a07b75146167b7f04a7f8e98,San Francisco,CA
c5c61596a3b6bd0cee5766992c48a9a1,Chula Vista,CA
9b8ce803689b3562defaad4613ef426f,San Francisco,CA
49d0ea0986edde72da777f15456a0ee0,Los Angeles,CA
154c4ded6991bdfa3cd249d11abf4130,San Diego,CA
690172ab319622688d3b4df42f676898,San Jose,CA
2938121a40a20953c43caa8c98787fcb,San Francisco,CA
237098a64674ae89babdc426746260fc,Oakland,CA
cb721d7b4f271fd87011c4c83462c076,San Francisco,CA
f681356046d9fde60e70c73a18d65ea2,San Francisco,CA
167bd30a409e3e4127df5a9408ebd394,Los Angeles,CA
6e359a57a91f84095cc64e1b351aef8c,San Francisco,CA
e0eea8f69a457b3f1fa246e44c9ebefd,Sacramento,CA
e3109970a3fe8021d5ff82c577ce5606,San Francisco,CA
261cb4f92498ca05d5bd1a327a261d9c,San Francisco,CA
6f92779347724b67e44e3224f3b4cffd,San Francisco,CA
2d5831cb2dff7cdefba62e950ae3dc7b,Santa Ana,CA
b2bed119388167a954382cca36c4777f,San Francisco,CA
469634941c27cd844170935a3cf60b95,Oakland,CA
df0aa5b8586495e0ddf6b601122e43a1,Sacramento,CA
41c8f4b570869791379a925899a6af8a,Chula Vista,CA
54f755c3fd2709231f9964a1430c5218,Chula Vista,CA
4c06b42fbf7b97ab10779cda5549cd1c,San Francisco,CA
b6368ca0f56d4632f44d58ca431487b2,San Francisco,CA
4a0e66fd30684aa1409cd1b66fec77cc,Chula Vista,CA
c168abb9077b7821adae01dc1f0886c5,San Francisco,CA
a3b0fda37bae14cf754877bed475e80c,San Francisco,CA
0ccd415657ae8a6cd1c71b00155a019e,Chula Vista,CA
c532a74a3ebf1bacce2e2bcce3783317,San Francisco,CA
19cecb194f54e614b70d971306a9931b,Santa Ana,CA
f34a6e874087ec1f0e3dab9fdf659c5d,Chula Vista,CA
c132855c926907970dcf6f2bf0b33a24,Sacramento,CA
df85b96ba2ce3e49bde101b1614f52ac,San Francisco,CA
4d27341acd30a36bca39008ee9bb9050,Chula Vista,CA
d3b6830d18c7de943d1e707d1f061d40,San Francisco,CA
79de53946db384e2d7a9bd131792ad17,Chula Vista,CA
a562ab1e728449e3461829dfe2e36f73,Long Beach,CA
b64ed91eab98972150bdaf77ca921934,San Francisco,CA
8247b5583327ab8be19f96e1fb82f77b,San Jose,CA
8fcaa9368903f3a9a28aeaff28c14638,Long Beach,CA
a9b0d1c26105279e1b8edc63d06bd668,San Francisco,CA
aa9f03ecd3728c9bd12e6d962c66c7cb,Sacramento,CA
230c0d740401730c7197d16376893525,Santa Ana,CA
a905baa530258422594f1b05615bd225,Long Beach,CA
4fa19f7da692e6bf9602aaad3c372eda,Oakland,CA
03f846ad03437d864a8d2a22976dcafe,San Francisco,CA
de4e13fd7d6469c5ada77d0843c55e42,San Jose,CA
8276de07ef25225d412b8462d73f8664,San Jose,CA
cc32707d2e2f7c92ab449f9b28154809,San Francisco,CA
a02f66c3af7b16eec19ddcd98b645fe3,San Francisco,CA
26acee41e2f75689a5615892f06ea0bd,Santa Ana,CA
f64cdee66599119324ce57a97e43700d,Chula Vista,CA
7ab7a537b678b6dd73d825ff6ee7be9d,Sacramento,CA
7300450cedf7e4c35c243c4a03c1e8a6,Santa Ana,CA
4c7241af24b5344cb01fe687643de4fe,San Diego,CA
97e126f19a6f04b3462619f36862bcd2,San Francisco,CA
6d27a9361e591da38c87a5e70253f3f2,Sacramento,CA
6810c3dc47f641181fcc7f73275c3d19,San Jose,CA
b514422efcf14bef34858a0829bef189,San Francisco,CA
0aae2862f8eac77f10a34f44860720ac,San Francisco,CA
6c9a5923526346cbc0bd7bbd92269c01,San Francisco,CA
1b2cb35b19b40b61f953d32ea157b337,Sacramento,CA
12d1b4294fef21016c9614eb31e55e15,San Francisco,CA
f6529ffebe6b3440d45d89604a4239ac,Chula Vista,CA
8264e3518163dd09211870b24a5d741d,San Francisco,CA
8392e3d4cfeec63f2a8bfea68bf1f91f,Santa Ana,CA
38d1cd89306128348ffdf4cc23f3a50a,San Francisco,CA
91ec76836092bba85d11761078ed7bb5,Oakland,CA
f9dfa0a2934ffbb22e66924952548be8,San Francisco,CA
5a3260cfde2a918b597dada7ddd247bb,San Francisco,CA
ee3a81b2771fec5f9e982cdb1b3a4804,Chula Vista,CA
784c407781aa34749a388c9283782b56,San Jose,CA
3f6ede29d4c69cd3316d2035b6cec1fb,San Francisco,CA
6bed27564bd99d78d09c1fac13da56fd,San Francisco,CA
670254dd2e886ffe621b3831afb47d7d,Santa Ana,CA
f7cb015ff73be957ee6a30e2577742c5,Sacramento,CA
ea2196dc456ba36fe4f6b81dca4867d4,Stockton,CA
09241c552e9fe2420997a6c535e9d408,San Francisco,CA
e50a30de3c32f9406a7185f40ce6874d,Santa Ana,CA
f89c1a6b9c966869e441e55bc14acddc,San Francisco,CA
23e96758fd640560e9b1fbcda90abfc4,San Francisco,CA
369708cabd9831ea6fde670a3b602a92,San Francisco,CA
5f8b4882b5a4ec7bf6d2107e6cd0cf29,Chula Vista,CA
